id,name,recvTime,NO2,O3,SO2,CO,CO2,PM10,PM25,PM1
9871,SondaCO2-ExteriorEduardoLatorre,2022-02-18T09:37:39.323Z,,,,,426,,,
9872,SondaCO2-ExteriorEduardoLatorre,2022-02-18T09:39:42.671Z,,,,,427,,,
9873,SondaCO2-ExteriorEduardoLatorre,2022-02-18T09:41:45.332Z,,,,,423,,,
9874,SondaCO2-ExteriorEduardoLatorre,2022-02-18T09:43:50.526Z,,,,,423,,,
9875,Particulas-PaisValencia,2022-02-18T09:44:23.927Z,,,,,,11,10,4
9876,SondaCO2-ExteriorEduardoLatorre,2022-02-18T09:45:41.718Z,,,,,423,,,
9877,Particulas-Oliver,2022-02-18T09:45:49.173Z,,,,,,10,6,1
9878,Particulas-GilAlbert,2022-02-18T09:45:49.626Z,,,,,,2,2,3
9879,Particulas-ZonaNortePolideportivo,2022-02-18T09:45:50.501Z,,,,,,3,3,13
9880,Particulas-CantoPinyo,2022-02-18T09:45:50.20Z,,,,,,1,1,4
9881,SondaCO2-ExteriorEduardoLatorre,2022-02-18T09:47:40.763Z,,,,,423,,,
9882,SondaCO2-ExteriorEduardoLatorre,2022-02-18T09:49:45.965Z,,,,,419,,,
9883,Gases-CantoPinyo,2022-02-18T09:50:15.284Z,51.684162,0,0,250.6799,,,,
9884,SondaCO2-ExteriorEduardoLatorre,2022-02-18T09:51:47.965Z,,,,,419,,,
9885,SondaCO2-ExteriorEduardoLatorre,2022-02-18T09:53:40.822Z,,,,,419,,,
9886,SondaCO2-ExteriorEduardoLatorre,2022-02-18T09:55:42.631Z,,,,,419,,,
9887,Gases-ZonaNortePolideportivo,2022-02-18T09:56:18.51Z,36.467365,0,40.75737,345.1452,,,,
9888,Gases-ZonaNortePolideportivo,2022-02-18T09:56:18.511Z,0,0,31.56424,172.93866,,,,
9889,SondaCO2-ExteriorEduardoLatorre,2022-02-18T09:57:48.555Z,,,,,419,,,
9890,SondaCO2-ExteriorEduardoLatorre,2022-02-18T09:59:50.720Z,,,,,419,,,
9891,Particulas-Oliver,2022-02-18T10:00:45.388Z,,,,,,4,2,1
9892,Particulas-GilAlbert,2022-02-18T10:00:46.421Z,,,,,,5,5,0
9893,Particulas-ZonaNortePolideportivo,2022-02-18T10:00:47.124Z,,,,,,18,13,6
9894,Particulas-CantoPinyo,2022-02-18T10:00:47.797Z,,,,,,7,7,7
9895,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:01:43.355Z,,,,,421,,,
9896,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:03:49.2Z,,,,,423,,,
9897,Gases-GilAlbert,2022-02-18T10:04:49.345Z,0,0,0,415.23013,,,,
9898,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:06:51.284Z,,,,,418,,,
9899,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:07:45.950Z,,,,,416,,,
9900,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:09:47.924Z,,,,,415,,,
9901,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:11:56.109Z,,,,,416,,,
9902,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:13:49.367Z,,,,,417,,,
9903,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:15:57.742Z,,,,,416,,,
9904,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:17:59.493Z,,,,,415,,,
9905,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:19:53.741Z,,,,,417,,,
9906,Particulas-Oliver,2022-02-18T10:20:50.529Z,,,,,,3,2,1
9907,Particulas-GilAlbert,2022-02-18T10:20:52.89Z,,,,,,1,1,0
9908,Particulas-CantoPinyo,2022-02-18T10:20:56.220Z,,,,,,14,13,3
9909,Particulas-ZonaNortePolideportivo,2022-02-18T10:20:56.761Z,,,,,,7,7,20
9910,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:21:59.509Z,,,,,417,,,
9911,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:24:00.368Z,,,,,416,,,
9912,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:26:00.302Z,,,,,418,,,
9913,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:28:01.722Z,,,,,421,,,
9914,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:30:14.145Z,,,,,419,,,
9915,Gases-Oliver,2022-02-18T10:30:18.101Z,2.3061275,0,0,351.80573,,,,
9916,Particulas-Oliver,2022-02-18T10:31:20.716Z,,,,,,3,2,0
9917,Particulas-ZonaNortePolideportivo,2022-02-18T10:31:44.853Z,,,,,,27,23,5
9918,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:32:01.318Z,,,,,419,,,
9919,Particulas-GilAlbert,2022-02-18T10:33:06.387Z,,,,,,3,2,1
9920,Particulas-CantoPinyo,2022-02-18T10:33:07.880Z,,,,,,4,3,1
9921,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:34:00.869Z,,,,,418,,,
9922,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:36:03.187Z,,,,,419,,,
9923,Gases-PaisValencia,2022-02-18T10:36:16.228Z,0,71.32446,5.7289524,344.29025,,,,
9924,Gases-PaisValencia,2022-02-18T10:36:17.792Z,0,49.85661,0,163.51248,,,,
9925,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:38:09.229Z,,,,,417,,,
9926,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:40:05.541Z,,,,,417,,,
9927,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:42:09.955Z,,,,,416,,,
9928,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:44:12.754Z,,,,,418,,,
9929,Particulas-Oliver,2022-02-18T10:45:46.62Z,,,,,,3,1,1
9930,Particulas-ZonaNortePolideportivo,2022-02-18T10:45:47.329Z,,,,,,6,6,3
9931,Particulas-GilAlbert,2022-02-18T10:45:46.699Z,,,,,,2,2,1
9932,Particulas-CantoPinyo,2022-02-18T10:45:47.809Z,,,,,,4,4,0
9933,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:46:08.842Z,,,,,419,,,
9934,Particulas-PaisValencia,2022-02-18T10:47:29.863Z,,,,,,9,8,3
9935,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:48:09.622Z,,,,,415,,,
9936,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:50:10.204Z,,,,,413,,,
9937,Gases-CantoPinyo,2022-02-18T10:50:15.512Z,7.710154,0,0,248.0167,,,,
9938,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:52:11.881Z,,,,,414,,,
9939,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:54:14.343Z,,,,,416,,,
9940,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:56:11.915Z,,,,,416,,,
9941,Gases-ZonaNortePolideportivo,2022-02-18T10:58:15.65Z,0,41.787098,0,175.4366,,,,
9942,Gases-ZonaNortePolideportivo,2022-02-18T10:58:15.426Z,0,68.42589,0,95.5674,,,,
9943,SondaCO2-ExteriorEduardoLatorre,2022-02-18T10:59:12.863Z,,,,,415,,,
9944,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:00:33.629Z,,,,,419,,,
9945,Particulas-Oliver,2022-02-18T11:00:45.24Z,,,,,,3,1,0
9946,Particulas-ZonaNortePolideportivo,2022-02-18T11:00:48.18Z,,,,,,3,3,26
9947,Particulas-GilAlbert,2022-02-18T11:00:46.537Z,,,,,,2,2,1
9948,Particulas-CantoPinyo,2022-02-18T11:00:48.414Z,,,,,,0,0,0
9949,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:02:13.754Z,,,,,418,,,
9950,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:04:17.293Z,,,,,416,,,
9951,Gases-GilAlbert,2022-02-18T11:05:29.224Z,0,0,0,350.00006,,,,
9952,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:06:19.588Z,,,,,418,,,
9953,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:08:19.230Z,,,,,418,,,
9954,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:10:19.306Z,,,,,417,,,
9955,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:12:16.736Z,,,,,417,,,
9956,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:14:25.388Z,,,,,419,,,
9957,Particulas-GilAlbert,2022-02-18T11:16:03.805Z,,,,,,3,2,0
9958,Particulas-Oliver,2022-02-18T11:16:03.308Z,,,,,,2,1,0
9959,Particulas-ZonaNortePolideportivo,2022-02-18T11:16:04.390Z,,,,,,37,30,5
9960,Particulas-CantoPinyo,2022-02-18T11:16:04.914Z,,,,,,1,1,0
9961,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:16:24.898Z,,,,,418,,,
9962,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:18:22.735Z,,,,,418,,,
9963,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:20:26.546Z,,,,,417,,,
9964,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:22:21.14Z,,,,,416,,,
9965,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:24:27.794Z,,,,,418,,,
9966,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:26:26.580Z,,,,,414,,,
9967,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:28:29.862Z,,,,,416,,,
9968,Gases-Oliver,2022-02-18T11:30:12.547Z,11.991856,17.428474,0,227.29248,,,,
9969,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:30:27.721Z,,,,,413,,,
9970,Particulas-GilAlbert,2022-02-18T11:30:46.687Z,,,,,,1,1,0
9971,Particulas-Oliver,2022-02-18T11:30:45.429Z,,,,,,3,0,0
9972,Particulas-ZonaNortePolideportivo,2022-02-18T11:30:47.612Z,,,,,,5,5,6
9973,Particulas-CantoPinyo,2022-02-18T11:30:48.90Z,,,,,,3,1,1
9974,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:32:27.899Z,,,,,413,,,
9975,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:34:29.564Z,,,,,413,,,
9976,Gases-PaisValencia,2022-02-18T11:36:15.591Z,0,72.658455,0,103.61207,,,,
9977,Gases-PaisValencia,2022-02-18T11:36:16.484Z,0,63.354282,0,67.74088,,,,
9978,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:36:35.200Z,,,,,415,,,
9979,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:38:29.6Z,,,,,416,,,
9980,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:40:37.344Z,,,,,418,,,
9981,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:42:31.225Z,,,,,419,,,
9982,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:44:31.17Z,,,,,419,,,
9983,Particulas-Oliver,2022-02-18T11:45:45.302Z,,,,,,2,0,0
9984,Particulas-GilAlbert,2022-02-18T11:45:46.718Z,,,,,,1,0,1
9985,Particulas-ZonaNortePolideportivo,2022-02-18T11:45:47.221Z,,,,,,10,7,3
9986,Particulas-CantoPinyo,2022-02-18T11:45:47.728Z,,,,,,4,4,1
9987,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:46:35.529Z,,,,,419,,,
9988,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:48:36.595Z,,,,,417,,,
9989,Particulas-PaisValencia,2022-02-18T11:50:37.824Z,,,,,,8,6,0
9990,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:50:42.38Z,,,,,416,,,
9991,Gases-CantoPinyo,2022-02-18T11:52:17.459Z,7.710154,27.498644,0,164.31581,,,,
9992,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:52:41.98Z,,,,,415,,,
9993,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:54:45.913Z,,,,,416,,,
9994,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:56:41.679Z,,,,,415,,,
9995,Gases-ZonaNortePolideportivo,2022-02-18T11:58:26.194Z,0,91.34325,0,110.899536,,,,
9996,Gases-ZonaNortePolideportivo,2022-02-18T11:58:27.374Z,4.7044992,67.672386,0,70.52349,,,,
9997,SondaCO2-ExteriorEduardoLatorre,2022-02-18T11:58:41.353Z,,,,,417,,,
9998,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:00:30.962Z,,,,,417,,,
9999,Particulas-GilAlbert,2022-02-18T12:00:46.450Z,,,,,,3,3,2
10000,Particulas-Oliver,2022-02-18T12:00:45.50Z,,,,,,3,1,0
10001,Particulas-ZonaNortePolideportivo,2022-02-18T12:00:47.481Z,,,,,,3,3,4
10002,Particulas-CantoPinyo,2022-02-18T12:00:47.835Z,,,,,,3,2,1
10003,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:02:33.351Z,,,,,417,,,
10004,Gases-GilAlbert,2022-02-18T12:04:29.173Z,0,0.22008467,0,350.00006,,,,
10005,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:04:33.571Z,,,,,418,,,
10006,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:06:32.889Z,,,,,419,,,
10007,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:08:32.790Z,,,,,416,,,
10008,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:10:33.198Z,,,,,416,,,
10009,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:12:40.378Z,,,,,418,,,
10010,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:14:38.460Z,,,,,419,,,
10011,Particulas-Oliver,2022-02-18T12:15:45.218Z,,,,,,2,0,1
10012,Particulas-GilAlbert,2022-02-18T12:15:46.481Z,,,,,,3,3,1
10013,Particulas-ZonaNortePolideportivo,2022-02-18T12:15:47.501Z,,,,,,4,4,14
10014,Particulas-CantoPinyo,2022-02-18T12:15:48.29Z,,,,,,3,1,3
10015,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:16:43.250Z,,,,,415,,,
10016,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:18:38.735Z,,,,,413,,,
10017,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:20:42.544Z,,,,,414,,,
10018,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:22:43.141Z,,,,,413,,,
10019,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:24:47.630Z,,,,,415,,,
10020,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:26:41.968Z,,,,,417,,,
10021,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:28:42.902Z,,,,,418,,,
10022,Particulas-Oliver,2022-02-18T12:30:45.65Z,,,,,,5,2,2
10023,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:30:45.555Z,,,,,414,,,
10024,Particulas-ZonaNortePolideportivo,2022-02-18T12:30:47.188Z,,,,,,17,15,14
10025,Particulas-CantoPinyo,2022-02-18T12:30:47.712Z,,,,,,6,6,1
10026,Particulas-GilAlbert,2022-02-18T12:30:46.451Z,,,,,,3,2,1
10027,Gases-Oliver,2022-02-18T12:32:14.719Z,16.142893,24.312971,0,142.08319,,,,
10028,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:32:46.632Z,,,,,414,,,
10029,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:34:49.210Z,,,,,415,,,
10030,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:36:46.430Z,,,,,412,,,
10031,Gases-PaisValencia,2022-02-18T12:38:16.890Z,0,106.2404,0,46.413166,,,,
10032,Gases-PaisValencia,2022-02-18T12:38:15.562Z,0,106.53878,0,64.26751,,,,
10033,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:38:46.909Z,,,,,410,,,
10034,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:40:47.587Z,,,,,412,,,
10035,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:42:48.721Z,,,,,412,,,
10036,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:44:48.380Z,,,,,411,,,
10037,Particulas-GilAlbert,2022-02-18T12:45:46.446Z,,,,,,2,2,2
10038,Particulas-Oliver,2022-02-18T12:45:45.203Z,,,,,,5,3,2
10039,Particulas-ZonaNortePolideportivo,2022-02-18T12:45:47.10Z,,,,,,16,15,7
10040,Particulas-CantoPinyo,2022-02-18T12:45:47.373Z,,,,,,2,1,1
10041,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:46:52.498Z,,,,,413,,,
10042,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:48:57.447Z,,,,,411,,,
10043,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:50:51.431Z,,,,,411,,,
10044,Gases-CantoPinyo,2022-02-18T12:52:15.228Z,0,27.498644,0,125.213135,,,,
10045,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:52:47.978Z,,,,,411,,,
10046,Particulas-PaisValencia,2022-02-18T12:53:45.961Z,,,,,,5,3,1
10047,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:54:55.576Z,,,,,411,,,
10048,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:56:54.580Z,,,,,407,,,
10049,Gases-ZonaNortePolideportivo,2022-02-18T12:58:15.75Z,4.7044992,74.099754,0,48.451252,,,,
10050,Gases-ZonaNortePolideportivo,2022-02-18T12:58:15.458Z,13.843815,86.04961,0,166.88765,,,,
10051,SondaCO2-ExteriorEduardoLatorre,2022-02-18T12:58:52.816Z,,,,,408,,,
10052,Particulas-Oliver,2022-02-18T13:00:45.219Z,,,,,,4,2,2
10053,Particulas-GilAlbert,2022-02-18T13:00:46.552Z,,,,,,4,4,1
10054,Particulas-CantoPinyo,2022-02-18T13:00:47.842Z,,,,,,3,2,1
10055,Particulas-ZonaNortePolideportivo,2022-02-18T13:00:48.696Z,,,,,,7,7,45
10056,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:00:51.234Z,,,,,410,,,
10057,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:02:51.569Z,,,,,410,,,
10058,Gases-GilAlbert,2022-02-18T13:04:18.762Z,13.441428,32.76788,0,158.99828,,,,
10059,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:04:50.312Z,,,,,410,,,
10060,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:07:02.282Z,,,,,410,,,
10061,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:08:59.479Z,,,,,412,,,
10062,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:11:03.615Z,,,,,409,,,
10063,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:13:02.36Z,,,,,413,,,
10064,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:14:56.385Z,,,,,415,,,
10065,Particulas-Oliver,2022-02-18T13:15:45.172Z,,,,,,6,3,1
10066,Particulas-GilAlbert,2022-02-18T13:15:46.462Z,,,,,,2,2,0
10067,Particulas-CantoPinyo,2022-02-18T13:15:47.483Z,,,,,,3,3,1
10068,Particulas-ZonaNortePolideportivo,2022-02-18T13:15:46.931Z,,,,,,58,48,7
10069,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:17:02.224Z,,,,,412,,,
10070,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:18:55.362Z,,,,,409,,,
10071,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:20:56.912Z,,,,,409,,,
10072,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:22:55.725Z,,,,,412,,,
10073,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:25:04.428Z,,,,,414,,,
10074,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:27:07.839Z,,,,,413,,,
10075,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:29:07.767Z,,,,,412,,,
10076,Particulas-Oliver,2022-02-18T13:30:45.158Z,,,,,,4,2,2
10077,Particulas-GilAlbert,2022-02-18T13:30:46.404Z,,,,,,1,1,2
10078,Particulas-ZonaNortePolideportivo,2022-02-18T13:30:46.987Z,,,,,,7,7,3
10079,Particulas-CantoPinyo,2022-02-18T13:30:47.543Z,,,,,,4,4,1
10080,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:31:09.479Z,,,,,413,,,
10081,Gases-Oliver,2022-02-18T13:32:09.221Z,31.363333,30.077396,0,142.08319,,,,
10082,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:33:05.376Z,,,,,409,,,
10083,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:35:08.469Z,,,,,410,,,
10084,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:37:04.0Z,,,,,409,,,
10085,Gases-PaisValencia,2022-02-18T13:38:14.775Z,0,90.63256,0,46.413166,,,,
10086,Gases-PaisValencia,2022-02-18T13:38:15.147Z,0,118.485886,0,36.480545,,,,
10087,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:39:08.621Z,,,,,412,,,
10088,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:41:09.224Z,,,,,414,,,
10089,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:43:07.149Z,,,,,412,,,
10090,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:45:18.367Z,,,,,411,,,
10091,Particulas-Oliver,2022-02-18T13:45:45.132Z,,,,,,5,2,1
10092,Particulas-GilAlbert,2022-02-18T13:45:46.465Z,,,,,,3,3,1
10093,Particulas-CantoPinyo,2022-02-18T13:45:47.48Z,,,,,,3,2,0
10094,Particulas-ZonaNortePolideportivo,2022-02-18T13:45:47.616Z,,,,,,4,4,21
10095,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:47:09.171Z,,,,,412,,,
10096,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:49:14.508Z,,,,,413,,,
10097,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:51:16.311Z,,,,,409,,,
10098,Gases-CantoPinyo,2022-02-18T13:52:15.395Z,43.647312,50.87283,0,168.64882,,,,
10099,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:53:12.89Z,,,,,411,,,
10100,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:55:10.826Z,,,,,410,,,
10101,Particulas-PaisValencia,2022-02-18T13:56:55.909Z,,,,,,3,2,1
10102,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:57:14.321Z,,,,,410,,,
10103,Gases-ZonaNortePolideportivo,2022-02-18T13:58:15.161Z,26.66882,115.928314,0,0,,,,
10104,Gases-ZonaNortePolideportivo,2022-02-18T13:58:15.511Z,10.637565,117.850525,0,1.6150417,,,,
10105,SondaCO2-ExteriorEduardoLatorre,2022-02-18T13:59:14.945Z,,,,,410,,,
10106,Particulas-Oliver,2022-02-18T14:00:45.464Z,,,,,,5,2,1
10107,Particulas-GilAlbert,2022-02-18T14:00:46.361Z,,,,,,2,2,3
10108,Particulas-ZonaNortePolideportivo,2022-02-18T14:00:47.59Z,,,,,,29,25,11
10109,Particulas-CantoPinyo,2022-02-18T14:00:47.833Z,,,,,,1,1,5
10110,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:01:21.708Z,,,,,411,,,
10111,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:03:23.388Z,,,,,410,,,
10112,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:05:24.140Z,,,,,410,,,
10113,Gases-GilAlbert,2022-02-18T14:06:16.374Z,50.984734,23.685923,0,158.99828,,,,
10114,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:07:24.747Z,,,,,411,,,
10115,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:09:17.948Z,,,,,410,,,
10116,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:11:22.772Z,,,,,408,,,
10117,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:13:18.791Z,,,,,408,,,
10118,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:15:28.535Z,,,,,406,,,
10119,Particulas-Oliver,2022-02-18T14:15:45.111Z,,,,,,4,2,3
10120,Particulas-GilAlbert,2022-02-18T14:15:46.406Z,,,,,,4,4,1
10121,Particulas-CantoPinyo,2022-02-18T14:15:47.91Z,,,,,,9,6,2
10122,Particulas-ZonaNortePolideportivo,2022-02-18T14:15:47.640Z,,,,,,14,13,12
10123,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:17:20.813Z,,,,,410,,,
10124,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:20:29.617Z,,,,,412,,,
10125,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:21:28.104Z,,,,,415,,,
10126,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:23:26.937Z,,,,,412,,,
10127,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:25:29.447Z,,,,,410,,,
10128,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:27:33.63Z,,,,,409,,,
10129,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:29:25.177Z,,,,,409,,,
10130,Particulas-GilAlbert,2022-02-18T14:30:46.867Z,,,,,,2,2,1
10131,Particulas-ZonaNortePolideportivo,2022-02-18T14:30:47.707Z,,,,,,15,12,6
10132,Particulas-Oliver,2022-02-18T14:30:45.518Z,,,,,,5,3,1
10133,Particulas-CantoPinyo,2022-02-18T14:30:47.194Z,,,,,,5,4,2
10134,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:31:32.205Z,,,,,409,,,
10135,Gases-Oliver,2022-02-18T14:32:09.427Z,46.583767,36.440487,0,143.80974,,,,
10136,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:33:30.375Z,,,,,409,,,
10137,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:35:28.483Z,,,,,408,,,
10138,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:37:38.905Z,,,,,405,,,
10139,Gases-PaisValencia,2022-02-18T14:38:18.155Z,0,91.56448,0,39.10081,,,,
10140,Gases-PaisValencia,2022-02-18T14:38:18.533Z,0,72.767395,0,61.95193,,,,
10141,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:39:36.863Z,,,,,408,,,
10142,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:41:38.531Z,,,,,411,,,
10143,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:43:32.699Z,,,,,411,,,
10144,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:45:38.995Z,,,,,410,,,
10145,Particulas-Oliver,2022-02-18T14:45:45.3Z,,,,,,5,3,2
10146,Particulas-ZonaNortePolideportivo,2022-02-18T14:45:47.641Z,,,,,,6,6,29
10147,Particulas-GilAlbert,2022-02-18T14:45:46.526Z,,,,,,2,2,1
10148,Particulas-CantoPinyo,2022-02-18T14:45:47.298Z,,,,,,8,6,5
10149,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:47:35.356Z,,,,,409,,,
10150,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:49:37.24Z,,,,,407,,,
10151,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:51:34.983Z,,,,,407,,,
10152,Gases-CantoPinyo,2022-02-18T14:52:15.44Z,51.814846,69.13502,0,71.610756,,,,
10153,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:53:40.81Z,,,,,408,,,
10154,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:55:41.507Z,,,,,405,,,
10155,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:57:38.507Z,,,,,404,,,
10156,SondaCO2-ExteriorEduardoLatorre,2022-02-18T14:59:39.116Z,,,,,408,,,
10157,Particulas-PaisValencia,2022-02-18T15:00:05.894Z,,,,,,2,2,0
10158,Gases-ZonaNortePolideportivo,2022-02-18T15:00:25.449Z,35.957962,93.90868,0,32.300835,,,,
